onset	duration	sample	trial_type	response_time	stim_file	value
463.1460000000	n/a	n/a	Response: Right	n/a	n/a	S  3
463.5660000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
464.1340000000	n/a	n/a	Fixation	n/a	n/a	S100
465.0340000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
465.4620000000	n/a	n/a	Response: Up	n/a	n/a	S  1
465.8680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
466.4360000000	n/a	n/a	Fixation	n/a	n/a	S100
467.3960000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
467.8740000000	n/a	n/a	Response: Left	n/a	n/a	S  2
468.2360000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
468.8040000000	n/a	n/a	Fixation	n/a	n/a	S100
469.6560000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
470.0340000000	n/a	n/a	Response: Left	n/a	n/a	S  2
470.4220000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
470.9880000000	n/a	n/a	Fixation	n/a	n/a	S100
471.9300000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
472.3580000000	n/a	n/a	Response: Left	n/a	n/a	S  2
472.7400000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
473.3080000000	n/a	n/a	Fixation	n/a	n/a	S100
474.2280000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
474.6660000000	n/a	n/a	Response: Up	n/a	n/a	S  1
475.1080000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
475.6760000000	n/a	n/a	Fixation	n/a	n/a	S100
476.7260000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
477.2220000000	n/a	n/a	Response: Up	n/a	n/a	S  1
477.4940000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
478.0600000000	n/a	n/a	Fixation	n/a	n/a	S100
478.9620000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
479.4540000000	n/a	n/a	Response: Up	n/a	n/a	S  1
479.8280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
480.3960000000	n/a	n/a	Fixation	n/a	n/a	S100
481.3680000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
481.9140000000	n/a	n/a	Response: Right	n/a	n/a	S  3
482.3140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
482.8820000000	n/a	n/a	Fixation	n/a	n/a	S100
483.8920000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
484.3020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
484.6320000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
485.2000000000	n/a	n/a	Fixation	n/a	n/a	S100
486.2000000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
486.8740000000	n/a	n/a	Response: Left	n/a	n/a	S  2
487.1520000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
487.7180000000	n/a	n/a	Fixation	n/a	n/a	S100
488.5700000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
489.1100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
489.5020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
490.0700000000	n/a	n/a	Fixation	n/a	n/a	S100
491.1220000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
491.6260000000	n/a	n/a	Response: Up	n/a	n/a	S  1
491.9380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
492.5060000000	n/a	n/a	Fixation	n/a	n/a	S100
493.4660000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
493.9420000000	n/a	n/a	Response: Right	n/a	n/a	S  3
494.2240000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
494.7900000000	n/a	n/a	Fixation	n/a	n/a	S100
495.6520000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
496.1140000000	n/a	n/a	Response: Right	n/a	n/a	S  3
496.5420000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
497.1080000000	n/a	n/a	Fixation	n/a	n/a	S100
498.0000000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
498.4900000000	n/a	n/a	Response: Left	n/a	n/a	S  2
498.8100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
499.3780000000	n/a	n/a	Fixation	n/a	n/a	S100
500.4180000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
500.8540000000	n/a	n/a	Response: Right	n/a	n/a	S  3
501.2620000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
501.8280000000	n/a	n/a	Fixation	n/a	n/a	S100
502.8700000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
503.3100000000	n/a	n/a	Response: Up	n/a	n/a	S  1
503.6800000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
504.2480000000	n/a	n/a	Fixation	n/a	n/a	S100
505.2580000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
505.6740000000	n/a	n/a	Response: Up	n/a	n/a	S  1
506.0160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
506.5820000000	n/a	n/a	Fixation	n/a	n/a	S100
507.5340000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
507.9820000000	n/a	n/a	Response: Up	n/a	n/a	S  1
508.3000000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
508.8680000000	n/a	n/a	Fixation	n/a	n/a	S100
509.7480000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
510.1940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
510.5860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
511.1520000000	n/a	n/a	Fixation	n/a	n/a	S100
512.0540000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
512.6300000000	n/a	n/a	Response: Up	n/a	n/a	S  1
513.0540000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
513.6220000000	n/a	n/a	Fixation	n/a	n/a	S100
514.4920000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
515.1060000000	n/a	n/a	Response: Up	n/a	n/a	S  1
515.4720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
516.0400000000	n/a	n/a	Fixation	n/a	n/a	S100
516.9200000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
517.4820000000	n/a	n/a	Response: Right	n/a	n/a	S  3
517.8420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
518.4080000000	n/a	n/a	Fixation	n/a	n/a	S100
519.4200000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
519.8900000000	n/a	n/a	Response: Up	n/a	n/a	S  1
520.2260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
520.7940000000	n/a	n/a	Fixation	n/a	n/a	S100
521.7040000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
522.3100000000	n/a	n/a	Response: Right	n/a	n/a	S  3
522.5940000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
523.1620000000	n/a	n/a	Fixation	n/a	n/a	S100
524.1140000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
524.6460000000	n/a	n/a	Response: Left	n/a	n/a	S  2
525.1140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
525.6800000000	n/a	n/a	Fixation	n/a	n/a	S100
526.7120000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
527.2180000000	n/a	n/a	Response: Left	n/a	n/a	S  2
527.4980000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
528.0660000000	n/a	n/a	Fixation	n/a	n/a	S100
528.9160000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
529.4460000000	n/a	n/a	Response: Up	n/a	n/a	S  1
529.7500000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
530.3180000000	n/a	n/a	Fixation	n/a	n/a	S100
531.2680000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
531.7180000000	n/a	n/a	Response: Up	n/a	n/a	S  1
532.1360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
532.7020000000	n/a	n/a	Fixation	n/a	n/a	S100
533.7240000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
534.4980000000	n/a	n/a	Response: Left	n/a	n/a	S  2
534.8200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
535.3880000000	n/a	n/a	Fixation	n/a	n/a	S100
536.4400000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
536.8740000000	n/a	n/a	Response: Right	n/a	n/a	S  3
537.2900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
537.8560000000	n/a	n/a	Fixation	n/a	n/a	S100
538.7780000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
539.2900000000	n/a	n/a	Response: Left	n/a	n/a	S  2
539.6740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
540.2420000000	n/a	n/a	Fixation	n/a	n/a	S100
541.1720000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
541.6140000000	n/a	n/a	Response: Right	n/a	n/a	S  3
542.0260000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
542.5940000000	n/a	n/a	Fixation	n/a	n/a	S100
543.5940000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
544.1900000000	n/a	n/a	Response: Up	n/a	n/a	S  1
544.6120000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
545.1780000000	n/a	n/a	Fixation	n/a	n/a	S100
546.0900000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
546.5680000000	n/a	n/a	Response: Left	n/a	n/a	S  2
546.9960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
547.5640000000	n/a	n/a	Fixation	n/a	n/a	S100
548.4540000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
548.8280000000	n/a	n/a	Response: Left	n/a	n/a	S  2
549.2660000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
549.8320000000	n/a	n/a	Fixation	n/a	n/a	S100
550.8740000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
551.2240000000	n/a	n/a	Response: Left	n/a	n/a	S  2
551.5000000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
552.0680000000	n/a	n/a	Fixation	n/a	n/a	S100
553.1080000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
553.6760000000	n/a	n/a	Response: Up	n/a	n/a	S  1
554.0360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
554.6020000000	n/a	n/a	Fixation	n/a	n/a	S100
555.5540000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
556.2880000000	n/a	n/a	Response: Up	n/a	n/a	S  1
556.6380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
557.2040000000	n/a	n/a	Fixation	n/a	n/a	S100
558.0560000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
558.6880000000	n/a	n/a	Response: Right	n/a	n/a	S  3
559.0060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
559.5720000000	n/a	n/a	Fixation	n/a	n/a	S100
560.4240000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
560.8640000000	n/a	n/a	Response: Up	n/a	n/a	S  1
561.2080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
561.7740000000	n/a	n/a	Fixation	n/a	n/a	S100
562.6960000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
563.1120000000	n/a	n/a	Response: Left	n/a	n/a	S  2
563.4260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
563.9920000000	n/a	n/a	Fixation	n/a	n/a	S100
564.8540000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
565.3440000000	n/a	n/a	Response: Right	n/a	n/a	S  3
565.8100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
566.3780000000	n/a	n/a	Fixation	n/a	n/a	S100
567.3100000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
567.8040000000	n/a	n/a	Response: Right	n/a	n/a	S  3
568.2620000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
568.8300000000	n/a	n/a	Fixation	n/a	n/a	S100
569.8220000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
570.2480000000	n/a	n/a	Response: Right	n/a	n/a	S  3
570.7140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
571.2820000000	n/a	n/a	Fixation	n/a	n/a	S100
572.2820000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
572.7720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
573.1660000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
573.7340000000	n/a	n/a	Fixation	n/a	n/a	S100
574.7740000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
575.2200000000	n/a	n/a	Response: Up	n/a	n/a	S  1
575.6680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
576.2360000000	n/a	n/a	Fixation	n/a	n/a	S100
577.2360000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
577.7080000000	n/a	n/a	Response: Right	n/a	n/a	S  3
578.0200000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
618.3840000000	n/a	n/a	Fixation	n/a	n/a	S100
619.3360000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
620.0040000000	n/a	n/a	Response: Up	n/a	n/a	S  1
620.3860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
620.9520000000	n/a	n/a	Fixation	n/a	n/a	S100
622.0040000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
622.6040000000	n/a	n/a	Response: Left	n/a	n/a	S  2
622.9720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
623.5380000000	n/a	n/a	Fixation	n/a	n/a	S100
624.5600000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
625.0120000000	n/a	n/a	Response: Up	n/a	n/a	S  1
625.3060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
625.8740000000	n/a	n/a	Fixation	n/a	n/a	S100
626.8740000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
627.4360000000	n/a	n/a	Response: Left	n/a	n/a	S  2
627.8080000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
628.3760000000	n/a	n/a	Fixation	n/a	n/a	S100
629.2660000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
629.7720000000	n/a	n/a	Response: Right	n/a	n/a	S  3
630.1440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
630.7100000000	n/a	n/a	Fixation	n/a	n/a	S100
631.5920000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
632.2560000000	n/a	n/a	Response: Right	n/a	n/a	S  3
632.5960000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
633.1620000000	n/a	n/a	Fixation	n/a	n/a	S100
634.1640000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
634.6040000000	n/a	n/a	Response: Left	n/a	n/a	S  2
634.8800000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
635.4480000000	n/a	n/a	Fixation	n/a	n/a	S100
636.4580000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
636.8600000000	n/a	n/a	Response: Right	n/a	n/a	S  3
637.2480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
637.8160000000	n/a	n/a	Fixation	n/a	n/a	S100
638.6660000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
639.1760000000	n/a	n/a	Response: Left	n/a	n/a	S  2
639.5680000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
640.1340000000	n/a	n/a	Fixation	n/a	n/a	S100
641.0760000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
641.4280000000	n/a	n/a	Response: Left	n/a	n/a	S  2
641.9020000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
642.4700000000	n/a	n/a	Fixation	n/a	n/a	S100
643.3500000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
643.8360000000	n/a	n/a	Response: Up	n/a	n/a	S  1
644.1540000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
644.7200000000	n/a	n/a	Fixation	n/a	n/a	S100
