onset	duration	sample	trial_type	response_time	stim_file	value
350.1320000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
350.4900000000	n/a	n/a	Response: Up	n/a	n/a	S  1
350.7620000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
351.3280000000	n/a	n/a	Fixation	n/a	n/a	S100
352.2600000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
352.6900000000	n/a	n/a	Response: Left	n/a	n/a	S  2
353.0960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
353.6640000000	n/a	n/a	Fixation	n/a	n/a	S100
354.5940000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
354.9460000000	n/a	n/a	Response: Up	n/a	n/a	S  1
355.3820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
355.9480000000	n/a	n/a	Fixation	n/a	n/a	S100
356.9100000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
357.3420000000	n/a	n/a	Response: Right	n/a	n/a	S  3
357.6660000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
358.2340000000	n/a	n/a	Fixation	n/a	n/a	S100
359.2540000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
359.6940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
360.1340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
360.7020000000	n/a	n/a	Fixation	n/a	n/a	S100
361.7240000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
362.1260000000	n/a	n/a	Response: Left	n/a	n/a	S  2
362.4360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
363.0040000000	n/a	n/a	Fixation	n/a	n/a	S100
363.9660000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
364.3860000000	n/a	n/a	Response: Right	n/a	n/a	S  3
364.7220000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
365.2880000000	n/a	n/a	Fixation	n/a	n/a	S100
366.1900000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
366.5940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
367.0560000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
367.6240000000	n/a	n/a	Fixation	n/a	n/a	S100
368.6760000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
369.5020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
369.8420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
370.4100000000	n/a	n/a	Fixation	n/a	n/a	S100
371.4600000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
371.8900000000	n/a	n/a	Response: Right	n/a	n/a	S  3
372.2280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
372.7940000000	n/a	n/a	Fixation	n/a	n/a	S100
373.6860000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
374.1100000000	n/a	n/a	Response: Left	n/a	n/a	S  2
374.5300000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
375.0960000000	n/a	n/a	Fixation	n/a	n/a	S100
376.1380000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
376.6460000000	n/a	n/a	Response: Right	n/a	n/a	S  3
376.9980000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
377.5640000000	n/a	n/a	Fixation	n/a	n/a	S100
378.5160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
378.8700000000	n/a	n/a	Response: Left	n/a	n/a	S  2
379.2320000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
379.8000000000	n/a	n/a	Fixation	n/a	n/a	S100
380.8220000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
381.2660000000	n/a	n/a	Response: Left	n/a	n/a	S  2
381.5680000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
382.1360000000	n/a	n/a	Fixation	n/a	n/a	S100
383.1760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
383.5820000000	n/a	n/a	Response: Right	n/a	n/a	S  3
383.9860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
384.5540000000	n/a	n/a	Fixation	n/a	n/a	S100
385.5340000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
386.0540000000	n/a	n/a	Response: Up	n/a	n/a	S  1
386.5060000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
387.0720000000	n/a	n/a	Fixation	n/a	n/a	S100
387.9940000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
388.4420000000	n/a	n/a	Response: Up	n/a	n/a	S  1
388.8900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
389.4580000000	n/a	n/a	Fixation	n/a	n/a	S100
390.3180000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
390.7340000000	n/a	n/a	Response: Left	n/a	n/a	S  2
391.1260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
391.6920000000	n/a	n/a	Fixation	n/a	n/a	S100
392.6840000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
393.0980000000	n/a	n/a	Response: Right	n/a	n/a	S  3
393.5280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
394.0940000000	n/a	n/a	Fixation	n/a	n/a	S100
395.0160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
395.4060000000	n/a	n/a	Response: Right	n/a	n/a	S  3
395.8780000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
396.4460000000	n/a	n/a	Fixation	n/a	n/a	S100
397.3380000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
397.7420000000	n/a	n/a	Response: Right	n/a	n/a	S  3
398.1140000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
398.6800000000	n/a	n/a	Fixation	n/a	n/a	S100
399.6420000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
400.0540000000	n/a	n/a	Response: Right	n/a	n/a	S  3
400.4660000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
401.0320000000	n/a	n/a	Fixation	n/a	n/a	S100
401.9340000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
402.2620000000	n/a	n/a	Response: Right	n/a	n/a	S  3
402.6000000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
403.1680000000	n/a	n/a	Fixation	n/a	n/a	S100
404.0680000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
404.5860000000	n/a	n/a	Response: Left	n/a	n/a	S  2
404.9360000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
405.5020000000	n/a	n/a	Fixation	n/a	n/a	S100
406.4740000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
406.8500000000	n/a	n/a	Response: Up	n/a	n/a	S  1
407.1380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
407.7040000000	n/a	n/a	Fixation	n/a	n/a	S100
408.6960000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
409.0500000000	n/a	n/a	Response: Right	n/a	n/a	S  3
409.3900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
409.9560000000	n/a	n/a	Fixation	n/a	n/a	S100
410.8180000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
411.2140000000	n/a	n/a	Response: Up	n/a	n/a	S  1
411.6740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
412.2420000000	n/a	n/a	Fixation	n/a	n/a	S100
413.1920000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
413.6500000000	n/a	n/a	Response: Left	n/a	n/a	S  2
414.0100000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
414.5760000000	n/a	n/a	Fixation	n/a	n/a	S100
415.5080000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
415.8380000000	n/a	n/a	Response: Up	n/a	n/a	S  1
416.1280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
416.6940000000	n/a	n/a	Fixation	n/a	n/a	S100
417.5560000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
418.0180000000	n/a	n/a	Response: Left	n/a	n/a	S  2
418.3960000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
418.9640000000	n/a	n/a	Fixation	n/a	n/a	S100
419.8640000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
420.3300000000	n/a	n/a	Response: Up	n/a	n/a	S  1
420.7820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
421.3480000000	n/a	n/a	Fixation	n/a	n/a	S100
422.3200000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
422.7940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
423.1820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
423.7500000000	n/a	n/a	Fixation	n/a	n/a	S100
424.8020000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
425.3340000000	n/a	n/a	Response: Right	n/a	n/a	S  3
425.7520000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
426.3180000000	n/a	n/a	Fixation	n/a	n/a	S100
427.3600000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
427.7900000000	n/a	n/a	Response: Left	n/a	n/a	S  2
428.1040000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
428.6700000000	n/a	n/a	Fixation	n/a	n/a	S100
429.5420000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
429.9620000000	n/a	n/a	Response: Left	n/a	n/a	S  2
430.2720000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
430.8380000000	n/a	n/a	Fixation	n/a	n/a	S100
431.7700000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
432.1980000000	n/a	n/a	Response: Right	n/a	n/a	S  3
432.5400000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
433.1080000000	n/a	n/a	Fixation	n/a	n/a	S100
434.1180000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
434.5620000000	n/a	n/a	Response: Right	n/a	n/a	S  3
434.8420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
435.4080000000	n/a	n/a	Fixation	n/a	n/a	S100
436.2700000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
436.7340000000	n/a	n/a	Response: Right	n/a	n/a	S  3
437.1260000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
437.6940000000	n/a	n/a	Fixation	n/a	n/a	S100
438.6160000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
439.0740000000	n/a	n/a	Response: Right	n/a	n/a	S  3
439.4460000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
440.0120000000	n/a	n/a	Fixation	n/a	n/a	S100
440.9440000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
441.3100000000	n/a	n/a	Response: Left	n/a	n/a	S  2
441.5800000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
442.1480000000	n/a	n/a	Fixation	n/a	n/a	S100
443.0480000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
443.4540000000	n/a	n/a	Response: Up	n/a	n/a	S  1
443.7660000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
444.3320000000	n/a	n/a	Fixation	n/a	n/a	S100
445.2640000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
445.7140000000	n/a	n/a	Response: Left	n/a	n/a	S  2
446.0660000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
446.6340000000	n/a	n/a	Fixation	n/a	n/a	S100
447.6460000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
448.2300000000	n/a	n/a	Response: Left	n/a	n/a	S  2
448.6520000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
449.2200000000	n/a	n/a	Fixation	n/a	n/a	S100
450.1800000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
450.6140000000	n/a	n/a	Response: Up	n/a	n/a	S  1
451.0540000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
451.6220000000	n/a	n/a	Fixation	n/a	n/a	S100
452.5020000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
452.9940000000	n/a	n/a	Response: Right	n/a	n/a	S  3
453.4220000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
453.9900000000	n/a	n/a	Fixation	n/a	n/a	S100
455.0100000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
455.4820000000	n/a	n/a	Response: Right	n/a	n/a	S  3
455.9240000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
456.4920000000	n/a	n/a	Fixation	n/a	n/a	S100
457.4420000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
457.8740000000	n/a	n/a	Response: Left	n/a	n/a	S  2
458.1600000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
458.7260000000	n/a	n/a	Fixation	n/a	n/a	S100
459.6580000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
460.1820000000	n/a	n/a	Response: Right	n/a	n/a	S  3
460.5780000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
461.1460000000	n/a	n/a	Fixation	n/a	n/a	S100
462.0960000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
462.6780000000	n/a	n/a	Response: Up	n/a	n/a	S  1
463.0140000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
463.5800000000	n/a	n/a	Fixation	n/a	n/a	S100
464.4620000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
464.9020000000	n/a	n/a	Response: Left	n/a	n/a	S  2
465.1820000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
465.7480000000	n/a	n/a	Fixation	n/a	n/a	S100
466.7500000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
467.2940000000	n/a	n/a	Response: Left	n/a	n/a	S  2
467.7500000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
468.3180000000	n/a	n/a	Fixation	n/a	n/a	S100
469.2380000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
469.6560000000	n/a	n/a	Response: Right	n/a	n/a	S  3
470.0020000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
470.5680000000	n/a	n/a	Fixation	n/a	n/a	S100
471.6000000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
471.9960000000	n/a	n/a	Response: Left	n/a	n/a	S  2
472.2860000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
472.8540000000	n/a	n/a	Fixation	n/a	n/a	S100
473.8260000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
474.2320000000	n/a	n/a	Response: Left	n/a	n/a	S  2
474.6380000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
475.2060000000	n/a	n/a	Fixation	n/a	n/a	S100
476.1760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
476.6440000000	n/a	n/a	Response: Up	n/a	n/a	S  1
477.0740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
477.6400000000	n/a	n/a	Fixation	n/a	n/a	S100
478.6320000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
479.0960000000	n/a	n/a	Response: Left	n/a	n/a	S  2
479.5260000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
480.0920000000	n/a	n/a	Fixation	n/a	n/a	S100
481.1440000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
481.5720000000	n/a	n/a	Response: Up	n/a	n/a	S  1
481.9940000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
482.5620000000	n/a	n/a	Fixation	n/a	n/a	S100
483.4920000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
484.0080000000	n/a	n/a	Response: Up	n/a	n/a	S  1
484.2800000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
484.8460000000	n/a	n/a	Fixation	n/a	n/a	S100
485.8080000000	n/a	n/a	Stimulus (Left, Right, Up): Y,Z,X	n/a	n/a	S131
486.2480000000	n/a	n/a	Response: Up	n/a	n/a	S  1
486.5640000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
487.1320000000	n/a	n/a	Fixation	n/a	n/a	S100
488.0020000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
488.4120000000	n/a	n/a	Response: Left	n/a	n/a	S  2
488.8660000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
489.4340000000	n/a	n/a	Fixation	n/a	n/a	S100
490.4540000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
490.8680000000	n/a	n/a	Response: Right	n/a	n/a	S  3
491.2340000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
491.8020000000	n/a	n/a	Fixation	n/a	n/a	S100
492.7620000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
493.2680000000	n/a	n/a	Response: Left	n/a	n/a	S  2
493.6540000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
523.3420000000	n/a	n/a	Fixation	n/a	n/a	S100
524.2940000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
524.9840000000	n/a	n/a	Response: Left	n/a	n/a	S  2
525.4440000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
526.0100000000	n/a	n/a	Fixation	n/a	n/a	S100
526.8820000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
527.2120000000	n/a	n/a	Response: Right	n/a	n/a	S  3
527.5280000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
528.0960000000	n/a	n/a	Fixation	n/a	n/a	S100
528.9980000000	n/a	n/a	Stimulus (Left, Right, Up): X,Y,Z	n/a	n/a	S 23
529.4760000000	n/a	n/a	Response: Left	n/a	n/a	S  2
529.8480000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
530.4140000000	n/a	n/a	Fixation	n/a	n/a	S100
531.4260000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
531.8120000000	n/a	n/a	Response: Right	n/a	n/a	S  3
532.2160000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
532.7820000000	n/a	n/a	Fixation	n/a	n/a	S100
533.6340000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
534.0520000000	n/a	n/a	Response: Right	n/a	n/a	S  3
534.5180000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
535.0840000000	n/a	n/a	Fixation	n/a	n/a	S100
536.0760000000	n/a	n/a	Stimulus (Left, Right, Up): Y,X,Z	n/a	n/a	S113
536.4920000000	n/a	n/a	Response: Up	n/a	n/a	S  1
536.8700000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
537.4360000000	n/a	n/a	Fixation	n/a	n/a	S100
538.3480000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
538.7640000000	n/a	n/a	Response: Right	n/a	n/a	S  3
539.1880000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
539.7540000000	n/a	n/a	Fixation	n/a	n/a	S100
540.7560000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
541.1000000000	n/a	n/a	Response: Left	n/a	n/a	S  2
541.4900000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
542.0560000000	n/a	n/a	Fixation	n/a	n/a	S100
543.0180000000	n/a	n/a	Stimulus (Left, Right, Up): Z,X,Y	n/a	n/a	S212
543.3160000000	n/a	n/a	Response: Right	n/a	n/a	S  3
543.6740000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
544.2420000000	n/a	n/a	Fixation	n/a	n/a	S100
545.1320000000	n/a	n/a	Stimulus (Left, Right, Up): Z,Y,X	n/a	n/a	S221
545.4840000000	n/a	n/a	Response: Left	n/a	n/a	S  2
545.8420000000	n/a	n/a	Feedback Win: "+1"	n/a	n/a	S  5
546.4100000000	n/a	n/a	Fixation	n/a	n/a	S100
547.4220000000	n/a	n/a	Stimulus (Left, Right, Up): X,Z,Y	n/a	n/a	S 32
547.8120000000	n/a	n/a	Response: Right	n/a	n/a	S  3
548.2120000000	n/a	n/a	Feedback Loss: "~"	n/a	n/a	S  6
548.7780000000	n/a	n/a	Fixation	n/a	n/a	S100
